6957,Movie,Jack d Up,Timothy Wayne Folsome,2001,18+,100 min,Drama,Dre gets caught up gang activity and accidentally murders an innocent person  Plagued by a guilty conscience  he does everything he can to make things right   and avoid falling back in with the gang 
6958,Movie,High Wire,Claude Guilmain,2020,13+,52 min,Documentary,High Wire examines why Canada declined to take part in the 2003 US led military mission in Iraq  shining a spotlight on the diplomatic tug of war that took place behind the scenes with our neighbours to the south  Canada s historic refusal could have had disastrous consequences  but a number of key players and other analysts remind us of the terrible price we pay when diplomacy fails 
6959,Movie,Hawaii,George Roy Hill,1966,7+,161 min,Drama,In this spectacular film starring Julie Andrews  Max von Sydow  Richard Harris and Gene Hackman two cultures collide when the Rev  Abner Hale  von Sydow  and his wife  Andrews  attempt to convert early 19th century Hawaiian natives to Christianity 
6960,Movie,Halloween With The New Addams Family,David Steinmetz,1977,7+,87 min,Comedy,America s first family of ghastly giddiness reunites for a Halloween celebration that will raise the   dead  John Astin  Carolyn Jones  Ted Cassidy  Jackie Coogan  Lisa Loring and Ken Weatherwax all reprise their roles from the hit original series 
6961,Movie,Guns of Banaras,Sekhar Suri,2020,13+,127 min,"Action, Drama",A sincere and diligent young man  Guddu  is very attached to his bike since it became his streak of luck  One day  when his bike gets stolen  Guddu sets out to find it but gets entangled in the world of crime when he finds out that his bike is being used to transport drugs 
6963,Movie,Get Shorty,Barry Sonnenfeld,1995,R,105 min,"Comedy, Suspense",HD  A Miami loan shark goes to Hollywood to collect a debt and tries to break into the movie business 
6964,Movie,Games of Desire,Hans Albin,1964,16+,91 min,Romance,The wife of the Swedish Ambassador of Greece becomes involved in a romantic triangle  but the man who comes between husband and wife has a preference for the husband 
6965,Movie,Friends at Last,John David Coles,1995,13+,92 min,Drama,As the years go by  a woman finds herself trapped in her marriage  and asks for a divorce from her husband  Twelve years later  she discovers that her ex husband is her best friend 
6966,Movie,Final Run,Armand Mastroianni,1999,13+,90 min,"Action, Drama",A new  computer controlled train loses control due to an error in the system and speeds out of control while Urich attempts to stop it 
6967,Movie,Farm to Fork to Love,Sandra L  Martin,2021,13+,85 min,Romance,Focused chef  ALICE  Meggan Kaiser   works at one of the top restaurants in New York  After a disastrous night serving a food critic  she receives an invitation to judge the notorious food competition in honor of the annual fundraiser for the St  Andrew s Children s Hospital  Alice decides to go  and among the judges is the handsome chef CHRISTIAN  Scot Kooper   who attended school with Alice 
6968,Movie,Exit Humanity,John Geddes,2011,18+,114 min,Horror,A young man s struggle to survive in the aftermath of a deadly undead outbreak during the American Civil War 
6969,Movie,Evidence of Blood,Andrew Mondshein,1988,7+,109 min,Drama,A famous investigative reporter goes back to the small Southern town where he grew up to explore a murder involving his family s past 
6970,Movie,Entanglement,Damon Jamal,2021,18+,95 min,Drama,A Late Night DJ at the hottest Radio station in Atlanta struggles to find his way back to the top after being dumped live on air  In his journey to revive his career  a woman that once called his show seeking love advice enters his life and that is where things began to entangle 
6971,Movie,Electrician,Steve Conway,2020,16+,85 min,"Arthouse, Drama",Lonely electrician Mark wants to re connect with his lost family unit  but he knows to achieve this it means re opening doors to his past he has tried hard to get away from  The key to achieving his goal could also be his undoing and he must decide fast if he is willing to take that risk  Made over five years without a budget   using mostly non actors  Multi award winning independent British film 
6972,Movie,Dreaming of Braddock,Cavi Borges  Ulisses Mattos,2019,13+,79 min,"Comedy, Drama",The failed actor Rui  Pedro Monteiro  inherits a millionaire apartment and puts it up for sale to fulfill his dream  to star in the remake of a famous Chuck Norris film  While trying to sell the apartment  he has to negotiate the rights to produce the film  solve his love life and deal with an unusual problem  being a redhead 
6973,Movie,Dive,Daniel F  Holmes,2021,16+,86 min,Drama,A young woman in Ireland must make a life changing decision when she discovers she s pregnant and faces the harsh reality of Ireland s lack of support for women in her situation 
6974,Movie,Deya Neya,Sunil Bandyopadhyay,1962,16+,122 min,Romance,Prashant leaves home because of his differences with his father to build a career as a singer  He comes to the city and starts working as Haron  a driver in the house of beautiful Lady of Suchorita   Suchorita loves Singer of Abhijit  At the last time Suchorita knows Horan sings as Abhijit 
6975,Movie,Delusion,Vallo Toomla,2016,13+,102 min,"Horror, Suspense",A struggling married couple is offered a luxurious seaside mansion for a retreat by some rich friends  When a violent storm breaks out  they offer shelter to a couple of strangers  who think they are the owners  They do nothing to correct them and start playing into it 
6976,Movie,Dancin  It s On,David Winters,2015,PG,90 min,"Arts, Entertainment, and Culture",When Beverly Hills teen  Jennifer  Witney Carson   visits her distant father at his hotel in Panama City Beach  she encounters much more than she bargained for 
6977,Movie,Confessions of an American Bride,Douglas Barr,2005,13+,90 min,Comedy,As a young woman plans her dream wedding she realizes she might not be walking down the aisle with the right person 
6978,Movie,Cold Turkey,Norman Lear,1971,PG-13,102 min,Comedy,Dick Van Dyke stars as Clayton Brooks  minister in a small Iowa town  who takes up the challenge presented by an ad exec  Bob Newhart  for a tobacco company  any city or town in America that can give up smoking for 30 days gets  25 million dollars 
6979,Movie,Child in the Night,Mike Robe,1990,13+,95 min,"Drama, Suspense",After a young boy witnesses the brutal murder of his father  he suffers from trauma and can t remember the details  A detective and a child psychologist work together to emotionally heal him 
6980,Movie,Camouflage,Reinhold Bilgeri,2014,16+,88 min,"Action, Suspense",An unscrupulous police detective corners the lead suspect of a murder investigation in executing a sinister plan 
6981,Movie,Bermuda Triangle,Ian Toynton,1996,16+,89 min,"Action, Drama",A sudden storm leaves the Everman family shipwrecked on an uncharted island inhabited by other stranded settlers and a tribe of natives with strange powers  In their attempts to escape  the Evermens befriend the island s other inhabitants and create for themselves a unique interpretation of home 
6982,Movie,Bandslam,Todd Graff,2009,PG,111 min,"Comedy, Drama, Kids",Music obsessed misfits  Aly Michalka  Vanessa Hudgens  Gaelan Connell  cope with high school life by forming a band for the big Bandslam competition 
6983,Movie,Bagdad Cafe,Percy Adlon,1988,PG,92 min,"Comedy, Drama",Bagdad Cafe is a rusty gas pump  a greasy spoon and an oasis amid the dunes in this offbeat comedy about mismatched characters who find paradise off the beaten track  A bittersweet but delightful comedy from writer director Percy Adlon 
6984,Movie,Attack of the Unknown,Brandon Slagle,2020,18+,103 min,"Action, Horror, Science Fiction",A SWAT team transporting a crime syndicate boss finds themselves trapped inside a county detention center during a alien invasion starring Richard Grieco  21 Jump Street  Tara Reid  American Pie  and Robert LaSardo  General Hospital  
6985,Movie,Apology for Murder,Sam Newfield,1945,13+,64 min,"Drama, Suspense",When a reporter helps his girlfriend murder her rich husband  an innocent man gets the blame and faces execution 
6986,Movie,All That Matters,Alfred Robbins,2021,18+,80 min,"Comedy, Romance", All That Matters  is about an insurance adjuster who wants to be a travel blogger 
6987,Movie,Zombie Massacre,Luca Boni  Marco Ristori,2013,18+,91 min,"Action, Horror, Science Fiction",A team of soldiers who are assembled to help end a zombie outbreak in a Romanian town 
6988,Movie,Videola,Alyssa Rallo Bennett,2016,13+,72 min,Drama,A family with a grisly secret  led by their troubled matriarch  Sean Young   struggles to keep their vintage local video store afloat while in search for their missing twin daughter  who pulls them all into a global underworld of crime and mixed morals  A mysterious figure  with a vision of the world riding the line between better and worse  provides a possible outlet for the family in need 
6989,Movie,Unspeakable,Thomas J  Wright,2003,R,109 min,"Drama, Horror, Suspense",Unspeakable is a tense and terrifying psycho thriller that explodes and reconstructs a classic story  a compelling and modern retelling of Beauty and the Beast set in the extreme life of death row 
6990,Movie,Top Five,Chris Rock,2014,R,102 min,Comedy,Written  directed and starring Chris Rock  Top Five tells the story of New York City comedian turned film star Andre Allen  whose unexpected encounter with a journalist forces him to confront the comedy career and the past that he s left behind 
6991,Movie,Timber the Treasure Dog,Ari Novak,2016,PG,89 min,"Action, Kids",If adventure has a name and is a dog  it s Timber the Treasure Dog  Timber is an energetic Alaskan Husky who shows up at the doorstep of Mikey Jones  a 12 year old boy living with his 16 year old sister  Clair and his father  Emmet at their ranch in Montana  Left to Mikey by his grandpa  Timber arrives just in time because this family needs his help and fast 
6992,Movie,TikTok,Avani Dias,2021,13+,43 min,"Documentary, Special Interest",TikTok  it s the social media app which has come to define our perception of Gen Z  and which has firmly embedded itself within the covid era zeitgeist  A phenomenally popular platform  more than a billion users scroll through its endless feeds  and it s turned ordinary people into overnight internet stars 
6993,Movie,The Right Kind of Wrong,Ryan Kwanten  Sara Canning,2014,R,97 min,"Arthouse, Comedy",A failed writer turned dishwasher made famous for his many flaws and shortcomings in his ex wife s blog   Why You Suck   meets the girl of his dreams    on the day she is marrying the perfect man 
6994,Movie,The Passion of The Christ,Mel Gibson,2004,R,127 min,Drama,Depicts the final twelve hours in the life of Jesus of Nazareth  on the day of his crucifixion in Jerusalem 
6995,Movie,The Pack,Alyssa Rallo Bennett,2009,13+,84 min,Drama,In a legally plausible case  inspired by true events  an ambitious Assistant District Attorney prosecutes a wife and mother  Lucie Arnaz  for murder after her forty seven year old husband dies of lung cancer  potentially caused by her second hand smoke  The case is further complicated as the DA loops in the woman s twenty four year old son to testify against his mother 
